Date,Open,High,Low,Close,Volume,SMA_5,SMA_10,SMA_20,EMA_5,EMA_8,EMA_9,EMA_10,EMA_12,EMA_15,EMA_20,EMA_25,EMA_30,RSI_14,MACD,Signal_Line,BB_Mid,BB_Std,BB_Upper,BB_Lower,Minute_Return,Future_Close,Target
2025-09-25 15:05:00+00:00,253.5850067138672,253.6499938964844,253.14089965820312,253.24009704589844,227360,253.44275817871093,253.61378021240233,253.2838897705078,253.44272405459782,253.45808228152686,253.45158393699467,253.44066424511533,253.4089908132442,253.347067195542,253.23267301157622,253.12378868935974,253.0271843084404,61.87914859118382,0.0020598094824890723,0.0349870055761808,253.61378021240233,0.3096995825918691,254.23317937758608,252.99438104721858,-0.001340424255469097,253.6000061035156,1
2025-09-25 15:10:00+00:00,253.25999450683597,253.6699981689453,253.11050415039065,253.6000061035156,220751,253.47474060058593,253.5747802734375,253.36288986206054,253.4951514042371,253.48962090863546,253.48126837029886,253.46963549209715,253.43837778097827,253.3786845590387,253.26765711557044,253.160420798141,253.064140553284,56.98900142044713,0.025515912139951524,0.03025145885806616,253.5747802734375,0.28020999960684334,254.1352002726512,253.01436027422383,0.001421216710211226,253.97000122070312,1
2025-09-25 15:15:00+00:00,253.60499572753903,254.00999450683597,253.5200042724609,253.97000122070312,321979,253.61401977539063,253.5717803955078,253.4163902282715,253.65343467639246,253.59637208909493,253.57901494037972,253.5606110791164,253.5201660024744,253.45259914174676,253.334547030345,253.22269621526115,253.12258317698848,57.23555337903934,0.09282359727606604,0.0615375280670661,253.5717803955078,0.2752688753323691,254.12231814617255,253.02124264484306,0.0014589712471715366,253.91000366210935,0
2025-09-25 15:20:00+00:00,253.9716033935547,254.1300048828125,253.8401031494141,253.91000366210935,290717,253.66002197265624,253.56178131103516,253.47639007568358,253.73895767163145,253.66606799420924,253.64521268472566,253.62413700329694,253.58014102703362,253.5097747067921,253.38935242384633,253.27556601886488,253.1733844986092,54.671989449482915,0.11482066833451654,0.08817909820079131,253.56178131103516,0.2589122840185495,254.07960587907226,253.04395674299806,-0.00023623876168599178,253.50010681152344,0
2025-09-25 15:25:00+00:00,253.91830444335935,253.91830444335935,253.2700042724609,253.50010681152344,252546,253.64404296875,253.54579162597656,253.49439544677733,253.65934071826211,253.62918773139018,253.61619151008523,253.6015860593381,253.56782807080128,253.5085662198835,253.39990046076795,253.29283838753094,253.19446335750692,50.678142500784666,0.05775465892401144,0.07296687856240137,253.54579162597656,0.25710342724239915,254.05999848046136,253.03158477149177,-0.0016143391149384678,253.6100006103516,1
2025-09-25 15:30:00+00:00,253.50010681152344,253.72560119628903,253.42999267578125,253.6100006103516,162884,253.71802368164063,253.58039093017578,253.53289566040038,253.64289401562527,253.62492392671493,253.61495333013852,253.6031159777042,253.57431615380904,253.521245518692,253.41990999882353,253.31723548159405,253.22127221252916,44.179785364394725,0.03977803792108148,0.056372458241741426,253.58039093017578,0.23750297559179084,254.05539688135937,253.1053849789922,0.00043350592711921543,253.3000030517578,0
2025-09-25 15:35:00+00:00,253.6150054931641,253.6499938964844,253.22000122070312,253.3000030517578,190456,253.65802307128905,253.5663818359375,253.5823959350586,253.52859702766946,253.55271928783557,253.5519632744624,253.548004536623,253.53211413810885,253.49359021032524,253.40849028957916,253.3159099100682,253.22635162151164,40.181074891377094,-0.019407508953548813,0.018482474644096306,253.5663818359375,0.2504752273454351,254.06733229062837,253.06543138124664,-0.0012223396468897807,253.8600006103516,1
2025-09-25 15:40:00+00:00,253.3000030517578,253.91000366210935,253.1999969482422,253.8600006103516,234098,253.63602294921876,253.6250213623047,253.61964569091796,253.63906488856352,253.62100402617247,253.61357074164025,253.60473109548275,253.5825582107616,253.53939151032853,253.45149127250988,253.35776304085923,253.2672322014368,48.17726682736892,0.03433379308077633,0.026408133862436317,253.6250213623047,0.2428416326937451,254.11070462769217,253.13933809691721,0.0022108075477573763,253.3950042724609,0
2025-09-25 15:45:00+00:00,253.85499572753903,253.8719940185547,253.3500061035156,253.3950042724609,181610,253.53302307128905,253.59652252197264,253.61614608764648,253.55771134986267,253.57078185868102,253.5698574478044,253.5665989458424,253.55370375871533,253.52134310559507,253.44611155821949,253.36062775098245,253.2754755608577,46.86727732541586,-0.008887595979729213,0.008760268941353552,253.59652252197264,0.25221523093414155,254.10095298384093,253.09209206010436,-0.001831703839804244,253.1100006103516,0
2025-09-25 15:50:00+00:00,253.3800048828125,253.47259521484372,253.1100006103516,253.1100006103516,215735,253.4550018310547,253.54952239990234,253.59214630126954,253.40847443669233,253.46838602571893,253.47788608031385,253.48358106666223,253.48544173589013,253.46992529368964,253.41410099175587,253.3413487401647,253.26479975759926,48.130323474601845,-0.07510662996989481,-0.03317318051427063,253.54952239990234,0.29568249242675443,254.14088738475584,252.95815741504884,-0.0011247406511727398,252.88499450683597,0
2025-09-25 15:55:00+00:00,253.1199951171875,253.26499938964844,252.8300018310547,252.88499450683597,242999,253.31000061035155,253.5140121459961,253.56389617919922,253.23398112674022,253.33874346596718,253.3593077656183,253.3747471466938,253.39306523911256,253.39680894533294,253.36370989795398,253.3062445683702,253.24029619303388,43.34008252812895,-0.14076601995358828,-0.08696960023392945,253.5140121459961,0.35278207257727584,254.21957629115064,252.80844800084157,-0.000888965678847331,252.83999633789065,0
