Date,Open,High,Low,Close,Volume,SMA_5,SMA_10,SMA_20,EMA_5,EMA_8,EMA_9,EMA_10,EMA_12,EMA_15,EMA_20,EMA_25,EMA_30,RSI_14,MACD,Signal_Line,BB_Mid,BB_Std,BB_Upper,BB_Lower,Minute_Return,Volume_EMA_10,Volume_Ratio,Volume_SMA_20,Volume_Trend,ATR_14,ATR_Pct,ROC_5,ROC_10,Momentum,Higher_High,Lower_Low,Higher_Close,BB_Position,BB_Width,RSI_Overbought,RSI_Oversold,MACD_Histogram,EMA_8_20_Cross,EMA_10_20_Cross,Price_vs_EMA_8,Price_vs_EMA_20,Future_Close,Target,Profit_Pct
2025-09-25 15:05:00+00:00,427.8699951171875,428.1900024414063,426.1300048828125,426.5150146484375,958502,428.0400024414063,428.88359985351565,428.0511016845703,427.8588999633258,428.18218584371175,428.23009843185207,428.2586454041465,428.27517885584854,428.2417407083582,428.12855617234976,428.0052128394414,427.89283713909714,54.68077920588295,-0.3997454408206522,-0.19228451196284732,428.88359985351565,1.1891708374691465,431.2619415284539,426.5052581785774,-0.0030735852209976544,1014687.4020994448,0.944627870629719,1545156.1,0,1.9908054896763352,0.004667609395456551,-0.00604733236631394,-0.007864649766533782,-2.594970703125,0,1,0,0.002051107703096324,0.011090849245578929,0,0,-0.2074609288578049,1,1,-0.003893602420635907,-0.0037688248089265616,427.8250122070313,1,0.0030713984586769947
2025-09-25 15:10:00+00:00,426.5150146484375,427.8250122070313,426.1900024414063,427.8250122070313,780799,427.8110046386719,428.62599182128906,428.1023574829102,427.847604044561,428.1028139244494,428.14908118688794,428.179803004671,428.2059224483382,428.1896496456923,428.0996472232718,427.99135125233295,427.8884613370284,51.39920592074263,-0.3321989601099631,-0.2622417360364052,428.62599182128906,1.0995630610861882,430.82511794346146,426.42686569911666,0.0030713984586769882,972162.2380813638,0.8031570960223329,1259924.75,0,1.841520036969862,0.00430437675317291,-0.002669158706701147,-0.005985301540772037,-1.1449890136718182,0,0,1,0.31788684009935053,0.010261282162698632,0,0,-0.06995722407355787,1,1,-0.0006489135515635681,-0.0006415212393231932,427.4049987792969,0,-0.0009817411692871773
2025-09-25 15:15:00+00:00,427.7900085449219,429.1000061035156,427.3001098632813,427.4049987792969,871005,427.7150024414062,428.45050048828125,428.1801071166992,427.7000689561397,427.9477438921933,428.0002647053698,428.03892950914843,428.08270342233186,428.0915682873929,428.03349022860755,427.9462472159456,427.8572702042716,39.87191807840054,-0.33886055300871476,-0.30055114452256,428.45050048828125,1.1440246395317735,430.7385497673448,426.1624512092177,-0.0009817411692871758,953770.0129756613,0.9132233013727877,1178524.9,0,1.767942156110487,0.004136456431627782,-0.0011218223947387918,-0.004089182797741953,-0.480010986328125,1,0,0,0.2715298969845017,0.010680576992936147,0,0,-0.03830940848615477,0,1,-0.001268250903626972,-0.0014683230720451404,426.96099853515625,0,-0.0010388279159315532
2025-09-25 15:20:00+00:00,427.3800048828125,427.9299926757813,426.8009033203125,426.96099853515625,616155,427.3072021484375,428.12160034179686,428.28565673828126,427.45371214914525,427.72846714618504,427.79241147132706,427.8429420593316,427.9101334396895,427.9502470683633,427.9313481625646,427.8704588558849,427.799446225619,39.789017050888276,-0.38922991018637276,-0.34489052735446635,428.12160034179686,1.0369718679788171,430.1955440777545,426.0476566058392,-0.0010388279159315728,892385.4651619047,0.6904583546620311,1085593.25,0,1.687162126813616,0.003951560289117822,-0.0047529171674679516,-0.00764439619952062,-2.03900146484375,0,1,0,0.22019448104634648,0.009688573219860335,0,0,-0.044339382831906415,0,0,-0.0017942892979496059,-0.002267535742765225,426.8399963378906,0,-0.0002834033967523186
2025-09-25 15:25:00+00:00,427.0,427.0999145507813,425.9381103515625,426.8399963378906,739949,427.1092041015625,427.8341003417969,428.2774063110352,427.2491402120604,427.5310291887863,427.6019284446398,427.6605882917969,427.7454969624897,427.8114657270542,427.827409893548,427.7911925083469,427.73754623286237,36.22969981160889,-0.41144807973648767,-0.378169303545477,427.8341003417969,0.9401436898023426,429.7143877214016,425.9538129621922,-0.0002834033967523686,864669.7442233765,0.8557590975553362,1015472.5,0,1.6689627511160754,0.003910043026508951,-0.0023139804722588364,-0.00669048095714897,-0.989990234375,0,1,0,0.23565104603444262,0.008789796690364412,0,0,-0.03327877619101066,0,0,-0.0016163337950157045,-0.0023079717026617615,427.4249877929688,0,0.0013705169620868824
2025-09-25 15:30:00+00:00,426.8299865722656,427.9500122070313,426.75,427.4249877929688,576803,427.29119873046875,427.6656005859375,428.34340515136716,427.3077560723632,427.50746443416017,427.5665403143056,427.61775183746454,427.6961878594865,427.7631559852935,427.78908397920713,427.7630229148563,427.7173811722241,36.685571359527295,-0.3099957651013483,-0.3440825343234126,427.6656005859375,0.8306891556274816,429.3269788971925,426.00422227468255,0.0013705169620867874,812330.3361827625,0.7100596571469513,960158.35,0,1.6303928920200974,0.0038144538540872777,0.002133507879626073,-0.003926726517942014,0.9099731445313068,1,0,1,0.4275863927743972,0.007769520433622612,0,0,0.03408676922206433,0,0,-0.00019292444706322783,-0.0008511114469111252,428.010009765625,0,0.0013687126147607434
2025-09-25 15:35:00+00:00,427.41009521484375,428.1998901367188,426.760009765625,428.010009765625,568508,427.3281982421875,427.56960144042966,428.4854049682617,427.54184063678383,427.6191411744857,427.6552342045695,427.6890714607664,427.7444681527386,427.79401270783495,427.81012453029456,427.78202190337703,427.7362604363145,44.53472653326454,-0.14723082398256793,-0.24565667915299028,427.56960144042966,0.7098825072728399,428.98936645497537,426.14983642588396,0.001368712614760792,767999.0023313512,0.7402457532812245,920029.75,0,1.528963361467646,0.003572260756950275,0.00043241407892291583,-0.0022378988095818064,0.18499755859369316,1,0,1,0.6550990201488579,0.006641094267518966,0,0,0.09842585517042235,0,0,0.0009140577525733135,0.0004672288566099304,428.7900085449219,1,0.001822384433775267
2025-09-25 15:40:00+00:00,427.9599914550781,429.3699951171875,427.9599914550781,428.7900085449219,912161,427.6052001953125,427.66010131835935,428.55240020751955,427.9578966061632,427.87933392347156,427.88218907264,427.8892418397037,427.9053205207668,427.9185121874708,427.9034468174019,427.85955933734203,427.80424418525695,42.850182776833,0.06865476645953095,-0.08850095634672966,427.66010131835935,0.8057713610935745,429.2716440405465,426.0485585961722,0.0018223844337752482,794210.2746347418,1.1485132201538237,881256.45,1,1.5069274902343872,0.0035143717442206097,0.003240509047813367,0.00211505137745438,1.385009765625,1,0,1,0.8505669477471363,0.00753655866993066,0,0,0.1571557228062606,0,0,0.0021283444869837783,0.0020718733025263084,429.1401062011719,0,0.0008164781111342577
2025-09-25 15:45:00+00:00,428.760009765625,429.25,428.1000061035156,429.1401062011719,539340,428.0410217285156,427.6741119384766,428.52240600585935,428.3519664711662,428.1595055407383,428.1337724983464,428.11667172360694,428.0952875485214,428.07121143918346,428.02122390157047,427.95806294225207,427.89042883144504,47.13274196199722,0.2352947475592373,0.07339689560625381,427.6741119384766,0.8324348742329545,429.3389816869425,426.0092421900107,0.0008164781111341668,747870.2247011524,0.7211679007751903,816467.3,0,1.4747924804687662,0.0034366223505043697,0.005103762810869883,0.00032658788151951335,2.179107666015625,0,0,1,0.9402729595051338,0.00778569336787629,0,0,0.16189785195298348,1,1,0.002290269508778413,0.002614081351860048,428.9299926757813,0,-0.0004896152150646842
2025-09-25 15:50:00+00:00,429.1700134277344,429.3467102050781,428.1600036621094,428.9299926757813,511711,428.4590209960937,427.78411254882815,428.5029052734375,428.5446418727046,428.3307249040812,428.29301653383345,428.2645482603659,428.22370372194604,428.17855909375817,428.1077733086382,428.03282676790815,427.95749746656355,49.06547683181148,0.2800936123386464,0.1767452539724501,427.78411254882815,0.9230666618909209,429.63024587261,425.9379792250463,-0.0004896152150646316,704932.1838463974,0.7259010323629943,774125.9,0,1.478127615792427,0.003446081274409064,0.004896439780297079,0.002571129042002962,2.089996337890682,1,0,0,0.8103459842775084,0.00863114486782679,0,0,0.10334835836619627,1,1,0.0013990772476905802,0.0019205896701865463,429.4122924804688,0,0.0011244254608515096
