Date,Open,High,Low,Close,Volume
2025-09-25 13:30:00+00:00,253.2050018310547,254.2899932861328,251.97000122070312,252.02000427246094,2272970
2025-09-25 13:35:00+00:00,252.0301055908203,253.33999633789062,251.71200561523438,252.89999389648438,1081619
2025-09-25 13:40:00+00:00,252.89529418945312,252.9600067138672,251.84010314941406,252.7100067138672,714553
2025-09-25 13:45:00+00:00,252.67999267578125,253.42999267578125,252.67999267578125,253.13999938964844,734065
2025-09-25 13:50:00+00:00,253.14999389648438,253.9199981689453,252.7801055908203,252.83999633789062,616789
2025-09-25 13:55:00+00:00,252.83999633789062,252.88999938964844,251.97000122070312,252.30999755859375,491571
2025-09-25 14:00:00+00:00,252.30999755859375,253.22000122070312,252.1199951171875,253.11500549316406,719169
2025-09-25 14:05:00+00:00,253.1199951171875,253.83689880371094,253.10150146484375,253.46499633789062,443105
2025-09-25 14:10:00+00:00,253.4788055419922,253.8300018310547,253.29299926757812,253.58999633789062,342812
2025-09-25 14:15:00+00:00,253.60000610351562,253.75,253.0800018310547,253.4499969482422,321497
2025-09-25 14:20:00+00:00,253.49000549316406,254.0800018310547,253.4499969482422,253.99000549316406,386287
2025-09-25 14:25:00+00:00,253.99989318847656,254.1199951171875,253.7386016845703,254.0,378644
2025-09-25 14:30:00+00:00,254.00010681152344,254.1387939453125,253.69000244140625,254.00999450683594,293408
2025-09-25 14:35:00+00:00,254.00999450683594,254.00999450683594,253.61000061035156,253.66000366210938,237667
2025-09-25 14:40:00+00:00,253.65499877929688,253.66990661621094,253.1199951171875,253.26400756835938,286256
2025-09-25 14:45:00+00:00,253.25999450683594,253.48989868164062,253.0500030517578,253.44009399414062,264067
2025-09-25 14:50:00+00:00,253.4698944091797,253.4698944091797,253.02999877929688,253.2736053466797,235104
2025-09-25 14:55:00+00:00,253.25,253.79330444335938,253.2364959716797,253.67999267578125,307130
2025-09-25 15:00:00+00:00,253.69000244140625,253.83999633789062,253.3300018310547,253.5800018310547,217972
2025-09-25 15:05:00+00:00,253.5850067138672,253.64999389648438,253.14089965820312,253.24009704589844,227360
2025-09-25 15:10:00+00:00,253.25999450683594,253.6699981689453,253.11050415039062,253.60000610351562,220751
2025-09-25 15:15:00+00:00,253.60499572753906,254.00999450683594,253.52000427246094,253.97000122070312,321979
2025-09-25 15:20:00+00:00,253.9716033935547,254.1300048828125,253.84010314941406,253.91000366210938,290717
2025-09-25 15:25:00+00:00,253.91830444335938,253.91830444335938,253.27000427246094,253.50010681152344,252546
2025-09-25 15:30:00+00:00,253.50010681152344,253.72560119628906,253.42999267578125,253.61000061035156,162884
2025-09-25 15:35:00+00:00,253.61500549316406,253.64999389648438,253.22000122070312,253.3000030517578,190456
2025-09-25 15:40:00+00:00,253.3000030517578,253.91000366210938,253.1999969482422,253.86000061035156,234098
2025-09-25 15:45:00+00:00,253.85499572753906,253.8719940185547,253.35000610351562,253.39500427246094,181610
2025-09-25 15:50:00+00:00,253.3800048828125,253.47259521484375,253.11000061035156,253.11000061035156,215735
2025-09-25 15:55:00+00:00,253.1199951171875,253.26499938964844,252.8300018310547,252.88499450683594,242999
2025-09-25 16:00:00+00:00,252.87559509277344,252.99000549316406,252.6999969482422,252.83999633789062,234829
2025-09-25 16:05:00+00:00,252.80999755859375,252.85000610351562,252.5800018310547,252.60000610351562,165926
2025-09-25 16:10:00+00:00,252.60000610351562,252.74000549316406,252.52999877929688,252.55499267578125,217971
2025-09-25 16:15:00+00:00,252.55499267578125,252.75999450683594,252.36000061035156,252.44000244140625,213801
2025-09-25 16:20:00+00:00,252.4199981689453,252.52499389648438,252.3000030517578,252.4705047607422,204143
2025-09-25 16:25:00+00:00,252.47000122070312,252.6999969482422,252.41000366210938,252.53030395507812,208552
2025-09-25 16:30:00+00:00,252.5399932861328,252.9600067138672,252.5,252.91000366210938,236130
2025-09-25 16:35:00+00:00,252.90069580078125,253.10000610351562,252.8842010498047,252.960205078125,208868
2025-09-25 16:40:00+00:00,252.9600067138672,253.3527069091797,252.8000030517578,253.2689971923828,197530
2025-09-25 16:45:00+00:00,253.2550048828125,253.36000061035156,253.04469299316406,253.10499572753906,170793
2025-09-25 16:50:00+00:00,253.09500122070312,253.22940063476562,252.9976043701172,253.0800018310547,136630
2025-09-25 16:55:00+00:00,253.11549377441406,253.36000061035156,253.0886993408203,253.22999572753906,174638
2025-09-25 17:00:00+00:00,253.22999572753906,253.64990234375,253.22999572753906,253.6226043701172,235168
2025-09-25 17:05:00+00:00,253.61000061035156,253.8800048828125,253.57000732421875,253.7534942626953,300490
2025-09-25 17:10:00+00:00,253.75,253.7899932861328,253.54310607910156,253.72999572753906,218491
2025-09-25 17:15:00+00:00,253.72999572753906,253.875,253.55499267578125,253.55999755859375,176477
2025-09-25 17:20:00+00:00,253.55499267578125,253.5699005126953,253.1199951171875,253.1999969482422,247071
2025-09-25 17:25:00+00:00,253.1999969482422,253.59019470214844,253.1699981689453,253.5,200016
2025-09-25 17:30:00+00:00,253.49000549316406,253.60499572753906,253.375,253.5399932861328,158589
2025-09-25 17:35:00+00:00,253.5200958251953,253.54640197753906,253.27499389648438,253.31500244140625,116262
2025-09-25 17:40:00+00:00,253.30999755859375,253.49000549316406,253.2550048828125,253.3300018310547,135579
2025-09-25 17:45:00+00:00,253.33999633789062,253.6999969482422,253.2899932861328,253.52940368652344,145914
2025-09-25 17:50:00+00:00,253.52000427246094,253.68499755859375,253.47000122070312,253.57620239257812,147200
2025-09-25 17:55:00+00:00,253.57009887695312,253.6300048828125,253.16009521484375,253.2100067138672,177666
2025-09-25 18:00:00+00:00,253.2100067138672,253.22500610351562,252.85000610351562,252.88999938964844,221149
2025-09-25 18:05:00+00:00,252.8699951171875,253.63999938964844,252.86500549316406,253.6199951171875,334026
2025-09-25 18:10:00+00:00,253.625,253.92999267578125,253.5800018310547,253.8699951171875,283760
2025-09-25 18:15:00+00:00,253.85499572753906,254.36000061035156,253.8300018310547,254.25999450683594,384785
2025-09-25 18:20:00+00:00,254.25999450683594,254.36900329589844,254.0800018310547,254.35000610351562,206860
2025-09-25 18:25:00+00:00,254.36000061035156,254.58999633789062,254.35000610351562,254.55999755859375,323005
2025-09-25 18:30:00+00:00,254.5500030517578,254.6999969482422,254.22999572753906,254.5850067138672,269945
2025-09-25 18:35:00+00:00,254.5836944580078,255.1300048828125,254.5800018310547,255.0727996826172,669537
2025-09-25 18:40:00+00:00,255.07000732421875,256.1000061035156,255.07000732421875,255.75140380859375,1119152
2025-09-25 18:45:00+00:00,255.77000427246094,255.92999267578125,255.19500732421875,255.41000366210938,656849
2025-09-25 18:50:00+00:00,255.41000366210938,255.4600067138672,254.97999572753906,255.0,286803
2025-09-25 18:55:00+00:00,255.02999877929688,256.0899963378906,255.0200958251953,256.0,513654
2025-09-25 19:00:00+00:00,255.99000549316406,256.3500061035156,255.8699951171875,256.2275085449219,609486
2025-09-25 19:05:00+00:00,256.2300109863281,256.3999938964844,255.9600067138672,256.3599853515625,532957
2025-09-25 19:10:00+00:00,256.3699951171875,256.3800048828125,256.06500244140625,256.2825927734375,377905
2025-09-25 19:15:00+00:00,256.2850036621094,256.8599853515625,256.2099914550781,256.7701110839844,710633
